91918149863227392	13	22	SpongeBob_SquarePants	/m/07vqnc	Spongebob	1	1
91918149863227392	59	67	Plankton_(SpongeBob_SquarePants)	/m/031kk7	Plankton	1	1
91918149863227392	84	89	Plankton_(SpongeBob_SquarePants)	/m/031kk7	Karen	1	1
99660443492171776	0	10	Corey_Hart_(baseball)	/m/0cy31n	COREY HART	1	1
99660443492171776	51	58	Milwaukee_Brewers	/m/051vz	Brewers	1	1
99660443492171776	71	78	Houston_Astros	/m/03m1n	Houston	1	1
103196131361697792	35	47	Philadelphia	/m/0dclg	Philadelphia	1	1
103196131361697792	69	72	World_of_Warcraft	/m/021dvx	WoW	1	1
103196131361697792	99	112	World_of_Warcraft	/m/021dvx	World of Warc	1	1
91912642431688704	18	27	Soulja_Boy	/m/02820z5	SouljaBoy	1	1
93038068117942272	24	30	IFixit	/m/076x566	iFixit	1	1
96185595470159873	13	26	Barry_Cofield	/m/0cx4bx	Barry Cofield	1	1
96185595470159873	47	55	Washington_Redskins	/m/084l5	Redskins	1	1
96185595470159873	68	74	New_York_Giants	/m/05gg4	Giants	1	1
96211977642315776	0	5	India	/m/03rk0	India	1	1
96211977642315776	10	18	Pakistan	/m/05sb1	Pakistan	1	1
96211977642315776	43	50	Kashmir	/m/04f30	Kashmir	1	1
96211977642315776	53	67	The_New_York_Times	/m/07k2d	New York Times	1	1
101708486022397952	0	19	Metropolitan_Police_Service	/m/01bb7n	Metropolitan Police	1	1
102483783097389056	9	20	Joey_Barton	/m/0871v0	joey7barton	1	1
102483783097389056	91	100	Gervinho	/m/02z4vx9	Gerviniho	1	1
101152953116803072	0	16	Santiago_Casilla	/m/0h2w2g	Santiago Casilla	1	1
101152953116803072	50	58	San_Francisco_Giants	/m/0713r	SFGiants	1	1
101152953116803072	60	62	San_Francisco_Giants	/m/0713r	SF	1	1
101152953116803072	76	83	Pittsburgh_Pirates	/m/061xq	Pirates	1	1
102156455674789888	69	98	Silvio_Berlusconi	/m/06p83	Prime Minister SilvBerlusconi	1	1
96092892203978752	20	31	South_Korea	/m/06qd3	South Korea	1	1
93878998903431168	45	51	Canada	/m/0d060g	Canada	1	1
93878998903431168	74	84	California	/m/01n7q	California	1	1
93429476393893888	4	16	Roger_Ebert	/m/0dfps	ebertchicago	1	1
93429476393893888	45	53	Fox_News_Channel	/m/02z_b	Fox News	1	1
93429476393893888	75	84	Americans	/m/04q7gbh	Americans	1	1
102087976670076928	40	53	Joel_Campbell	/m/0bs92d0	Joel Campbell	1	1
102087976670076928	75	82	Arsenal_F.C.	/m/0xbm	Arsenal	1	1
96360636384157696	15	21	Cairns	/m/01sgmd	Cairns	1	1
96782542702780416	0	5	San_Francisco_49ers	/m/06rny	49ers	1	1
96782542702780416	15	34	Michael_Crabtree	/m/03ccsym	WR Michael Crabtree	1	1
101020302405931008	86	92	NASDAQ	/m/05dq_	Nasdaq	1	1
93011237734055936	83	92	The_Championships%2c_Wimbledon	/m/0mmmt	Wimbledon	1	1
96985217134366720	0	7	Willis_McGahee	/m/04lgz0	McGahee	1	1
96985217134366720	19	25	Denver_Broncos	/m/0289q	Denver	1	1
96985217134366720	74	80	Baltimore_Ravens	/m/01ct6	Ravens	1	1
96985217134366720	81	83	The_Football_Association	/m/0chl9	FA	1	1
96985217134366720	110	115	Washington_Redskins	/m/084l5	Skins	1	1
102860812347113472	47	70	China_Southern_Airlines	/m/021v2j	China Southern Airlines	1	1
92287584750936064	18	25	Severus_Snape	/m/0c2l5	Severus	1	1
96250830499479552	1	8	Bahrain	/m/0161c	BAHRAIN	1	1
94457834649034754	42	47	Ut%c3%b8ya	/m/04y7_jl	Utøya	1	1
101402127766798336	0	7	Arsenal_F.C.	/m/0xbm	Arsenal	1	1
101402127766798336	70	83	Cesc_F%c3%a0bregas	/m/03tb61	Cesc Fabregas	1	1
101402127766798336	87	96	FC_Barcelona	/m/0hvgt	Barcelona	1	1
94365640856580097	0	6	Oracle_Corporation	/m/05njw	Oracle	1	1
94365640856580097	18	24	Google	/m/045c7b	Google	1	1
94365640856580097	27	37	Larry_Page	/m/0gjpq	Larry Page	1	1
94365640856580097	39	45	Oracle_Corporation	/m/05njw	Oracle	1	1
